CITYPE,CISUBTYPE,SERVCOMP,IMPACT,URGENCY,TEAM,TIMESTAMP,INTERACTIONID,INCIDENTID
application,Web Based Application,WBS000152,5,5,TEAM0176,17/01/2014 9:31,SD0087234,IM0028769
application,Desktop Application,WBS000212,4,4,TEAM0076,17/01/2014 9:35,SD0087280,IM0028832
subapplication,Citrix,WBS000292,4,4,TEAM0179,17/01/2014 9:36,SD0087237,IM0028770
subapplication,Web Based Application,WBS000012,5,5,TEAM0008,17/01/2014 9:43,SD0087347,IM0028912
application,Server Based Application,WBS000263,4,4,TEAM0016,17/01/2014 9:43,SD0087349,IM0028907
application,Server Based Application,WBS000216,5,5,TEAM0188,17/01/2014 9:43,SD0087350,IM0028905
application,Server Based Application,WBS000152,5,5,TEAM0176,17/01/2014 9:48,SD0087090,IM0028858
officeelectronics,Scanner,WBS000326,3,3,TEAM0008,17/01/2014 9:53,SD0087095,IM0028860
storage,SAN,WBS000184,3,3,TEAM0199,17/01/2014 9:57,SD0087099,IM0028861
application,Web Based Application,WBS000073,4,3,TEAM0191,17/01/2014 10:11,SD0087377,IM0028955
application,Web Based Application,WBS000152,5,5,TEAM0070,17/01/2014 10:13,SD0087252,IM0028916
application,Desktop Application,WBS000096,4,4,TEAM0181,17/01/2014 10:15,SD0087379,IM0028957
application,Server Based Application,WBS000072,5,5,TEAM0035,17/01/2014 10:43,SD0087421,IM0028865
computer,Laptop,WBS000091,5,5,TEAM0008,17/01/2014 10:52,SD0087499,IM0028919
subapplication,Web Based Application,WBS000066,3,3,TEAM0171,17/01/2014 10:55,SD0087563,IM0028962
subapplication,Web Based Application,WBS000073,4,4,TEAM0007,17/01/2014 11:15,SD0087448,IM0028871
application,Server Based Application,WBS000219,5,5,TEAM0192,17/01/2014 11:16,SD0087319,IM0029000
storage,Controller,WBS000183,3,3,TEAM0199,17/01/2014 11:18,SD0087321,IM0028999
subapplication,Web Based Application,WBS000162,4,4,TEAM0171,17/01/2014 11:32,SD0087462,IM0028872
application,Server Based Application,WBS000311,3,3,TEAM0106,17/01/2014 11:48,SD0087596,IM0028970
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,17/01/2014 12:01,SD0087608,IM0028971
application,Server Based Application,WBS000043,4,4,TEAM0166,17/01/2014 12:08,SD0087610,IM0028972
subapplication,Web Based Application,WBS000073,4,4,TEAM0187,17/01/2014 12:10,SD0087543,IM0028929
application,Client Based Application,WBS000073,4,4,TEAM0007,17/01/2014 12:22,SD0087644,IM0029006
storage,SAN,WBS000128,4,4,TEAM0021,17/01/2014 12:29,SD0087713,IM0028877
application,Web Based Application,WBS000073,4,4,TEAM0039,17/01/2014 12:31,SD0087621,IM0028979
application,Server Based Application,WBS000296,4,4,TEAM0186,17/01/2014 12:34,SD0087625,IM0028975
application,Web Based Application,WBS000162,5,5,TEAM0171,17/01/2014 12:43,SD0087632,IM0028982
storage,SAN,WBS000128,4,4,TEAM0021,17/01/2014 12:48,SD0087718,IM0028879
computer,Windows Server,WBS000102,4,4,TEAM0199,17/01/2014 13:11,SD0087726,IM0028881
computer,Banking Device,WBS000146,4,4,TEAM0008,17/01/2014 13:12,SD0087560,IM0028932
application,Desktop Application,WBS000094,5,5,TEAM0192,17/01/2014 13:33,SD0087667,IM0029014
subapplication,Server Based Application,WBS000162,4,4,TEAM0171,17/01/2014 13:41,SD0087793,IM0028987
application,Desktop Application,WBS000094,5,5,TEAM0008,17/01/2014 13:44,SD0087795,IM0028989
application,Desktop Application,WBS000133,4,4,TEAM0188,17/01/2014 13:46,SD0087745,IM0029037
application,Web Based Application,WBS000073,4,4,TEAM0185,17/01/2014 13:52,SD0087676,IM0029015
computer,Desktop,WBS000091,5,5,TEAM0008,17/01/2014 13:59,SD0087864,IM0028936
application,Desktop Application,WBS000094,5,5,TEAM0192,17/01/2014 14:08,SD0087759,IM0029040
computer,Laptop,WBS000091,5,5,TEAM0008,17/01/2014 14:15,SD0087869,IM0028938
application,SAP,WBS000271,5,5,TEAM0035,17/01/2014 14:18,SD0087694,IM0029021
application,Citrix,WBS000292,4,4,TEAM0008,17/01/2014 14:21,SD0087764,IM0029042
application,Desktop Application,WBS000094,5,5,TEAM0008,17/01/2014 14:22,SD0087768,IM0029043
application,Web Based Application,WBS000073,5,5,TEAM0007,17/01/2014 14:30,SD0087773,IM0029045
application,Server Based Application,WBS000255,3,3,TEAM0132,17/01/2014 14:37,SD0087880,IM0028942
application,Web Based Application,WBS000162,5,5,TEAM0171,17/01/2014 14:39,SD0087810,IM0029074
application,Web Based Application,WBS000318,4,4,TEAM0007,17/01/2014 15:02,SD0087930,IM0029026
application,Server Based Application,WBS000296,5,5,TEAM0186,17/01/2014 15:06,SD0088024,IM0029047
computer,Laptop,WBS000091,5,5,TEAM0008,17/01/2014 15:08,SD0087817,IM0029075
application,Server Based Application,WBS000296,4,4,TEAM0186,17/01/2014 15:08,SD0088026,IM0029049
application,Web Based Application,WBS000162,5,5,TEAM0171,17/01/2014 15:15,SD0087820,IM0029076
application,Server Based Application,WBS000242,4,4,TEAM0207,17/01/2014 15:20,SD0088038,IM0029058
application,Web Based Application,WBS000073,4,4,TEAM0039,17/01/2014 15:21,SD0087822,IM0029077
application,Web Based Application,WBS000167,5,5,TEAM0176,17/01/2014 15:21,SD0088039,IM0029059
application,Server Based Application,WBS000263,5,5,TEAM0016,17/01/2014 15:24,SD0088041,IM0029056
application,Server Based Application,WBS000263,4,4,TEAM0015,17/01/2014 15:27,SD0087901,IM0028950
application,Server Based Application,WBS000054,5,5,TEAM0015,17/01/2014 15:46,SD0087939,IM0029030
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,17/01/2014 16:02,SD0088070,IM0029154
application,Desktop Application,WBS000218,4,4,TEAM0188,17/01/2014 16:04,SD0087919,IM0029111
application,Server Based Application,WBS000165,3,3,TEAM0182,17/01/2014 16:26,SD0088093,IM0029114
application,Web Based Application,WBS000073,4,4,TEAM0191,17/01/2014 16:42,SD0088101,IM0029115
application,Server Based Application,WBS000264,5,5,TEAM0175,17/01/2014 17:01,SD0088106,IM0029117
application,Web Based Application,WBS000073,4,4,TEAM0191,17/01/2014 17:02,SD0088171,IM0029161
application,Web Based Application,WBS000073,4,4,TEAM0201,17/01/2014 18:19,SD0087973,IM0029189
computer,NonStop Harddisk,WBS000201,3,3,TEAM0199,18/01/2014 11:59,SD0088239,IM0029084
application,Server Based Application,WBS000285,2,2,TEAM0199,19/01/2014 10:46,SD0088200,IM0029172
computer,NonStop Harddisk,WBS000201,3,3,TEAM0199,19/01/2014 20:11,SD0088242,IM0029087
software,System Software,WBS000199,3,3,TEAM0205,20/01/2014 7:15,SD0088108,IM0029119
application,Web Based Application,WBS000237,4,4,TEAM0008,20/01/2014 7:44,SD0088210,IM0029175
application,Server Based Application,WBS000053,5,5,TEAM0188,20/01/2014 8:08,SD0088244,IM0029090
application,Server Based Application,WBS000263,4,4,TEAM0015,20/01/2014 8:23,SD0087982,IM0029190
application,Web Based Application,WBS000167,5,5,TEAM0176,20/01/2014 8:30,SD0088124,IM0029121
computer,Banking Device,WBS000146,3,3,TEAM0008,20/01/2014 8:30,SD0088125,IM0029123
application,Server Based Application,WBS000264,5,5,TEAM0175,20/01/2014 8:32,SD0088126,IM0029122
application,Desktop Application,WBS000133,4,3,TEAM0033,20/01/2014 8:48,SD0088139,IM0029127
application,Server Based Application,WBS000246,4,4,TEAM0207,20/01/2014 8:49,SD0088257,IM0029092
computer,Laptop,WBS000091,5,5,TEAM0008,20/01/2014 8:57,SD0088260,IM0029093
subapplication,Citrix,WBS000292,4,4,TEAM0076,20/01/2014 9:00,SD0088002,IM0029191
computer,Laptop,WBS000091,5,5,TEAM0008,20/01/2014 9:00,SD0088222,IM0029178
subapplication,Web Based Application,WBS000073,4,4,TEAM0187,20/01/2014 9:03,SD0088262,IM0029094
application,Server Based Application,WBS000072,5,5,TEAM0035,20/01/2014 9:19,SD0088319,IM0029138
computer,Laptop,WBS000091,4,4,TEAM0008,20/01/2014 9:19,SD0088474,IM0029194
application,Server Based Application,WBS000073,3,3,TEAM0191,20/01/2014 9:23,SD0088322,IM0029139
application,Web Based Application,WBS000088,4,4,TEAM0008,20/01/2014 9:28,SD0088283,IM0029104
application,Server Based Application,WBS000072,5,5,TEAM0017,20/01/2014 9:30,SD0088331,IM0029141
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,20/01/2014 9:35,SD0088416,IM0029182
application,SAP,WBS000271,5,5,TEAM0028,20/01/2014 9:45,SD0088492,IM0029200
application,Server Based Application,WBS000099,4,4,TEAM0205,20/01/2014 9:52,SD0088345,IM0029147
storage,SAN,WBS000128,5,5,TEAM0133,20/01/2014 10:04,SD0088441,IM0029184
computer,Laptop,WBS000091,5,5,TEAM0008,20/01/2014 10:05,SD0088502,IM0029207
application,Web Based Application,WBS000172,5,5,TEAM0193,20/01/2014 10:12,SD0088508,IM0029210
application,Server Based Application,WBS000223,4,4,TEAM0057,20/01/2014 10:14,SD0088552,IM0029237
application,Web Based Application,WBS000152,5,5,TEAM0176,20/01/2014 10:14,SD0088553,IM0029233
application,Server Based Application,WBS000073,4,4,TEAM0197,20/01/2014 10:19,SD0088365,IM0029309
application,Server Based Application,WBS000249,4,4,TEAM0207,20/01/2014 10:20,SD0088559,IM0029235
application,Desktop Application,WBS000133,4,3,TEAM0033,20/01/2014 10:26,SD0088458,IM0029276
application,Desktop Application,WBS000091,3,3,TEAM0181,20/01/2014 10:31,SD0088462,IM0029278
application,Web Based Application,WBS000318,4,4,TEAM0063,20/01/2014 10:37,SD0088522,IM0029215
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,20/01/2014 10:41,SD0088470,IM0029280
no type,no subtype,WBS000118,4,4,TEAM0190,20/01/2014 10:58,SD0088533,IM0029218
application,Server Based Application,WBS000043,4,4,TEAM0175,20/01/2014 10:59,SD0088393,IM0029317
application,SAP,WBS000271,5,5,TEAM0035,20/01/2014 11:01,SD0088653,IM0029281
application,Web Based Application,WBS000318,4,4,TEAM0007,20/01/2014 11:01,SD0088395,IM0029321
application,Server Based Application,WBS000219,5,5,TEAM0192,20/01/2014 11:05,SD0088586,IM0029243
application,Web Based Application,WBS000073,4,4,TEAM0191,20/01/2014 11:16,SD0088720,IM0029325
application,Server Based Application,WBS000099,3,3,TEAM0205,20/01/2014 11:16,SD0088546,IM0029220
application,Server Based Application,WBS000043,4,4,TEAM0175,20/01/2014 11:16,SD0088722,IM0029323
application,Web Based Application,WBS000073,4,4,TEAM0191,20/01/2014 11:18,SD0088596,IM0029245
application,SAP,WBS000271,5,5,TEAM0028,20/01/2014 11:26,SD0088674,IM0029285
storage,Controller,WBS000183,3,3,TEAM0199,20/01/2014 11:26,SD0088728,IM0029324
application,Server Based Application,WBS000073,4,4,TEAM0191,20/01/2014 11:26,SD0088796,IM0029222
application,Server Based Application,WBS000099,3,3,TEAM0205,20/01/2014 11:32,SD0088732,IM0029326
application,Server Based Application,WBS000072,5,5,TEAM0017,20/01/2014 11:37,SD0088735,IM0029328
application,SAP,WBS000271,5,5,TEAM0035,20/01/2014 11:40,SD0088687,IM0029287
application,Server Based Application,WBS000223,4,4,TEAM0057,20/01/2014 11:42,SD0088608,IM0029249
application,Server Based Application,WBS000219,5,5,TEAM0192,20/01/2014 11:44,SD0088692,IM0029292
application,Desktop Application,WBS000110,4,4,TEAM0188,20/01/2014 11:45,SD0088611,IM0029251
application,Web Based Application,WBS000152,5,5,TEAM0176,20/01/2014 11:45,SD0088694,IM0029298
application,Server Based Application,WBS000072,5,5,TEAM0035,20/01/2014 11:48,SD0088699,IM0029293
application,SAP,WBS000271,5,5,TEAM0028,20/01/2014 11:54,SD0088707,IM0029294
application,Server Based Application,WBS000048,5,5,TEAM0008,20/01/2014 12:01,SD0088817,IM0029226
subapplication,Citrix,WBS000292,4,4,TEAM0076,20/01/2014 12:07,SD0088754,IM0029333
application,Server Based Application,WBS000101,4,4,TEAM0132,20/01/2014 12:13,SD0088629,IM0029261
subapplication,Server Based Application,WBS000095,5,5,TEAM0190,20/01/2014 12:20,SD0088758,IM0029332
application,Server Based Application,WBS000013,3,3,TEAM0205,20/01/2014 12:33,SD0088957,IM0029264
application,Server Based Application,WBS000328,3,3,TEAM0058,20/01/2014 12:35,SD0088900,IM0029306
subapplication,Citrix,WBS000292,4,4,TEAM0008,20/01/2014 12:37,SD0088835,IM0029352
computer,Laptop,WBS000091,5,5,TEAM0008,20/01/2014 12:41,SD0088905,IM0029307
application,Server Based Application,WBS000073,4,4,TEAM0039,20/01/2014 12:50,SD0088766,IM0029336
application,Client Based Application,WBS000251,4,4,TEAM0179,20/01/2014 12:51,SD0088963,IM0029266
application,Web Based Application,WBS000152,5,5,TEAM0008,20/01/2014 12:52,SD0088908,IM0029384
computer,Laptop,WBS000091,4,4,TEAM0134,20/01/2014 12:54,SD0088847,IM0029355
application,Server Based Application,WBS000073,4,4,TEAM0191,20/01/2014 13:01,SD0088769,IM0029338
no type,no subtype,WBS000118,5,5,TEAM0190,20/01/2014 13:13,SD0088860,IM0029357
computer,Laptop,WBS000091,5,5,TEAM0008,20/01/2014 13:13,SD0088917,IM0029388
computer,Laptop,WBS000091,5,5,TEAM0086,20/01/2014 13:21,SD0088863,IM0029362
application,Server Based Application,WBS000072,5,5,TEAM0035,20/01/2014 13:22,SD0088866,IM0029359
application,Desktop Application,WBS000094,5,5,TEAM0192,20/01/2014 13:29,SD0088923,IM0029392
computer,Laptop,WBS000091,5,5,TEAM0008,20/01/2014 13:45,SD0088789,IM0029344
application,Desktop Application,WBS000089,4,4,TEAM0180,20/01/2014 13:48,SD0089001,IM0029419
application,Web Based Application,WBS000172,5,5,TEAM0193,20/01/2014 13:57,SD0088939,IM0029393
application,Server Based Application,WBS000072,5,5,TEAM0017,20/01/2014 13:58,SD0088941,IM0029391
computer,Laptop,WBS000091,5,5,TEAM0008,20/01/2014 14:02,SD0089008,IM0029423
computer,Banking Device,WBS000146,2,2,TEAM0008,20/01/2014 14:13,SD0089053,IM0029372
application,Server Based Application,WBS000073,4,4,TEAM0039,20/01/2014 14:16,SD0089021,IM0029424
application,Server Based Application,WBS000073,4,4,TEAM0191,20/01/2014 14:24,SD0089027,IM0029433
storage,SAN,WBS000128,5,5,TEAM0181,20/01/2014 14:27,SD0089063,IM0029374
application,Server Based Application,WBS000073,4,4,TEAM0008,20/01/2014 14:28,SD0089203,IM0029400
no type,no subtype,WBS000118,5,5,TEAM0190,20/01/2014 14:36,SD0089038,IM0029432
application,Server Based Application,WBS000073,4,4,TEAM0191,20/01/2014 14:37,SD0089271,IM0029435
application,Web Based Application,WBS000088,4,4,TEAM0171,20/01/2014 14:43,SD0089212,IM0029402
application,Web Based Application,WBS000152,5,5,TEAM0176,20/01/2014 14:48,SD0089073,IM0029375
application,Web Based Application,WBS000073,4,4,TEAM0007,20/01/2014 14:52,SD0089283,IM0029437
application,Server Based Application,WBS000108,4,4,TEAM0213,20/01/2014 15:01,SD0089290,IM0029440
application,Desktop Application,WBS000093,4,4,TEAM0181,20/01/2014 15:03,SD0089080,IM0029377
application,Server Based Application,WBS000069,4,4,TEAM0173,20/01/2014 15:09,SD0089294,IM0029443
application,Server Based Application,WBS000263,5,5,TEAM0008,20/01/2014 15:14,SD0089297,IM0029445
application,Server Based Application,WBS000228,5,5,TEAM0179,20/01/2014 15:19,SD0089153,IM0029474
database,Database,WBS000253,3,3,TEAM0008,20/01/2014 15:35,SD0089091,IM0029382
application,Server Based Application,WBS000073,4,4,TEAM0039,20/01/2014 15:39,SD0089319,IM0029460
application,Server Based Application,WBS000263,5,5,TEAM0102,20/01/2014 15:48,SD0089324,IM0029457
application,Server Based Application,WBS000073,4,4,TEAM0191,20/01/2014 15:50,SD0089167,IM0029480
subapplication,Web Based Application,WBS000066,5,5,TEAM0171,20/01/2014 15:51,SD0089168,IM0029479
application,Web Based Application,WBS000073,4,4,TEAM0052,20/01/2014 15:52,SD0089258,IM0029548
application,Desktop Application,WBS000110,4,4,TEAM0188,20/01/2014 15:53,SD0089331,IM0029459
application,Client Based Application,WBS000073,4,4,TEAM0191,20/01/2014 15:58,SD0089262,IM0029547
application,Server Based Application,WBS000073,4,4,TEAM0039,20/01/2014 16:00,SD0089174,IM0029483
application,Server Based Application,WBS000073,4,4,TEAM0191,20/01/2014 16:08,SD0089341,IM0029582
application,Server Based Application,WBS000077,4,4,TEAM0143,20/01/2014 16:10,SD0089181,IM0029484
application,Server Based Application,WBS000263,4,4,TEAM0035,20/01/2014 16:17,SD0089348,IM0029584
application,Server Based Application,WBS000077,4,4,TEAM0143,20/01/2014 16:18,SD0089185,IM0029486
storage,SAN,WBS000128,4,4,TEAM0021,20/01/2014 16:28,SD0089363,IM0029555
subapplication,Web Based Application,WBS000162,4,4,TEAM0056,20/01/2014 16:35,SD0089368,IM0029559
application,Web Based Application,WBS000073,5,5,TEAM0007,20/01/2014 16:46,SD0089195,IM0029489
application,Server Based Application,WBS000072,5,5,TEAM0017,20/01/2014 16:48,SD0089375,IM0029562
application,Server Based Application,WBS000073,5,5,TEAM0191,20/01/2014 16:53,SD0089442,IM0029592
application,Web Based Application,WBS000073,5,5,TEAM0007,20/01/2014 16:54,SD0089200,IM0029491
application,Server Based Application,WBS000073,4,4,TEAM0039,20/01/2014 16:59,SD0089583,IM0029493
application,Server Based Application,WBS000073,4,4,TEAM0039,20/01/2014 17:04,SD0089585,IM0029494
application,Server Based Application,WBS000263,4,4,TEAM0015,20/01/2014 17:05,SD0089507,IM0029514
application,Server Based Application,WBS000307,3,3,TEAM0199,20/01/2014 17:25,SD0089511,IM0029515
computer,Laptop,WBS000091,5,5,TEAM0008,20/01/2014 17:44,SD0089386,IM0029565
application,SAP,WBS000271,5,5,TEAM0015,20/01/2014 21:33,SD0089401,IM0029567
no type,no subtype,WBS000123,4,4,TEAM0229,21/01/2014 1:54,SD0089402,IM0029568
hardware,Encryption,WBS000123,4,4,TEAM0013,21/01/2014 7:44,SD0089410,IM0029574
application,Desktop Application,WBS000089,4,4,TEAM0008,21/01/2014 8:07,SD0089603,IM0029498
application,Server Based Application,WBS000296,5,5,TEAM0186,21/01/2014 8:19,SD0089611,IM0029500
storage,SAN,WBS000128,4,4,TEAM0021,21/01/2014 8:26,SD0089528,IM0029520
computer,Laptop,WBS000091,5,5,TEAM0008,21/01/2014 8:34,SD0089467,IM0029596
computer,Windows Server,WBS000102,4,4,TEAM0065,21/01/2014 8:51,SD0089682,IM0029625
application,Desktop Application,WBS000110,4,4,TEAM0008,21/01/2014 8:52,SD0089683,IM0029624
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,21/01/2014 8:59,SD0089625,IM0029503
application,Desktop Application,WBS000094,5,5,TEAM0192,21/01/2014 9:00,SD0089690,IM0029628
application,Web Based Application,WBS000152,5,5,TEAM0176,21/01/2014 9:04,SD0089479,IM0029599
application,Web Based Application,WBS000152,5,5,TEAM0176,21/01/2014 9:05,SD0089693,IM0029626
application,Server Based Application,WBS000255,3,3,TEAM0132,21/01/2014 9:12,SD0089548,IM0029526
application,Web Based Application,WBS000152,5,5,TEAM0176,21/01/2014 9:16,SD0089631,IM0029665
application,Desktop Application,WBS000094,5,5,TEAM0192,21/01/2014 9:22,SD0089703,IM0029634
application,Desktop Application,WBS000089,4,4,TEAM0008,21/01/2014 9:41,SD0089572,IM0029537
computer,Laptop,WBS000091,5,5,TEAM0008,21/01/2014 9:43,SD0089723,IM0029633
subapplication,Web Based Application,WBS000073,4,4,TEAM0039,21/01/2014 9:44,SD0089651,IM0029669
application,Server Based Application,WBS000152,5,5,TEAM0176,21/01/2014 9:48,SD0089575,IM0029540
application,Server Based Application,WBS000115,4,4,TEAM0213,21/01/2014 9:50,SD0089741,IM0029610
application,Web Based Application,WBS000152,5,5,TEAM0176,21/01/2014 9:54,SD0089581,IM0029541
application,Server Based Application,WBS000263,4,4,TEAM0016,21/01/2014 9:59,SD0089884,IM0029542
computer,Laptop,WBS000091,5,5,TEAM0166,21/01/2014 10:11,SD0089970,IM0029641
application,Desktop Application,WBS000094,5,5,TEAM0192,21/01/2014 10:12,SD0089820,IM0029673
application,Server Based Application,WBS000247,4,4,TEAM0008,21/01/2014 10:15,SD0089972,IM0029643
subapplication,Web Based Application,WBS000066,4,4,TEAM0171,21/01/2014 10:16,SD0089901,IM0029544
application,Server Based Application,WBS000263,4,4,TEAM0016,21/01/2014 10:17,SD0089902,IM0029545
application,Server Based Application,WBS000263,4,4,TEAM0015,21/01/2014 10:19,SD0089825,IM0029675
